Summary,Temperature (C),Date,Hour
Mostly Cloudy,20.0,3.9.2010,15
Mostly Cloudy,18.79444444,3.9.2010,16
Mostly Cloudy,17.17777778,3.9.2010,17
Mostly Cloudy,17.05555556,3.9.2010,18
Mostly Cloudy,15.85555556,3.9.2010,19
Mostly Cloudy,14.69444444,3.9.2010,20
Partly Cloudy,12.46111111,3.9.2010,21
Partly Cloudy,10.51111111,29.9.2010,22
Partly Cloudy,9.422222222,29.9.2010,23
Partly Cloudy,5.755555556,30.9.2010,0
Mostly Cloudy,8.961111111,30.9.2010,1
Overcast,9.488888889,30.9.2010,2
Mostly Cloudy,9.488888889,30.9.2010,3
Mostly Cloudy,8.866666667,30.9.2010,4
Mostly Cloudy,8.844444444,30.9.2010,5
Partly Cloudy,9.944444444,30.9.2010,6
Partly Cloudy,12.08333333,30.9.2010,7
Partly Cloudy,13.66111111,30.9.2010,8
Partly Cloudy,14.6,30.9.2010,9
Breezy and Partly Cloudy,14.88333333,30.9.2010,10
Partly Cloudy,15.87777778,30.9.2010,11
Partly Cloudy,16.68333333,30.9.2010,12
Partly Cloudy,15.9,30.9.2010,13
Mostly Cloudy,14.92777778,30.9.2010,14
Mostly Cloudy,13.88333333,30.9.2010,15
Partly Cloudy,12.21666667,30.9.2010,16
Mostly Cloudy,12.06111111,30.9.2010,17
Mostly Cloudy,9.966666667,30.9.2010,18
Mostly Cloudy,9.655555556,30.9.2010,19
Mostly Cloudy,9.077777778,30.9.2010,20
Mostly Cloudy,8.633333333,30.9.2010,21
Partly Cloudy,11.08888889,3.9.2010,22
Clear,10.46111111,3.9.2010,23
Mostly Cloudy,14.36666667,4.9.2010,0
Clear,9.466666667,4.9.2010,1
Clear,9.422222222,4.9.2010,2
Clear,8.822222222,4.9.2010,3
Partly Cloudy,7.916666667,4.9.2010,4
Mostly Cloudy,10.97222222,4.9.2010,5
Mostly Cloudy,12.60555556,4.9.2010,6
Mostly Cloudy,14.97222222,4.9.2010,7
Mostly Cloudy,18.81111111,4.9.2010,8
Mostly Cloudy,20.87222222,4.9.2010,9
Partly Cloudy,21.12777778,4.9.2010,10
Partly Cloudy,22.21666667,4.9.2010,11
Mostly Cloudy,23.62222222,4.9.2010,12
Mostly Cloudy,22.68333333,4.9.2010,13
Partly Cloudy,23.67777778,4.9.2010,14
Partly Cloudy,23.54444444,4.9.2010,15
Mostly Cloudy,21.06111111,4.9.2010,16
Mostly Cloudy,18.83888889,4.9.2010,17
Mostly Cloudy,17.93888889,4.9.2010,18
Overcast,17.06111111,4.9.2010,19
Overcast,17.47777778,4.9.2010,20
Overcast,16.95555556,4.9.2010,21
Overcast,15.92777778,4.9.2010,22
Overcast,14.37222222,4.9.2010,23
Clear,9.111111111,5.9.2010,0
Overcast,14.83888889,5.9.2010,1
Overcast,14.28333333,5.9.2010,2
Overcast,13.77777778,5.9.2010,3
Overcast,13.72777778,5.9.2010,4
Partly Cloudy,13.67777778,5.9.2010,5
Partly Cloudy,13.72222222,5.9.2010,6
Partly Cloudy,14.83333333,5.9.2010,7
Partly Cloudy,16.98888889,5.9.2010,8
Partly Cloudy,17.01111111,5.9.2010,9
Partly Cloudy,18.65555556,5.9.2010,10
Partly Cloudy,17.72777778,5.9.2010,11
Partly Cloudy,18.80555556,5.9.2010,12
Partly Cloudy,19.78888889,5.9.2010,13
Partly Cloudy,18.78888889,5.9.2010,14
Partly Cloudy,17.87777778,5.9.2010,15
Partly Cloudy,17.19444444,5.9.2010,16
Partly Cloudy,14.97222222,5.9.2010,17
Partly Cloudy,12.56666667,5.9.2010,18
Clear,10.05,5.9.2010,19
Clear,9.911111111,5.9.2010,20
Clear,9.577777778,5.9.2010,21
Clear,8.316666667,5.9.2010,22
Clear,7.788888889,5.9.2010,23
Partly Cloudy,8.9,6.9.2010,0
Partly Cloudy,7.183333333,6.9.2010,1
Partly Cloudy,7.233333333,6.9.2010,2
Partly Cloudy,8.238888889,6.9.2010,3
Foggy,8.683333333,6.9.2010,4
Partly Cloudy,8.872222222,6.9.2010,5
Mostly Cloudy,11.74444444,6.9.2010,6
Mostly Cloudy,12.68888889,6.9.2010,7
Partly Cloudy,15.83888889,6.9.2010,8
Mostly Cloudy,14.78333333,6.9.2010,9
Mostly Cloudy,14.91666667,6.9.2010,10
Overcast,13.91666667,6.9.2010,11
Overcast,14.90555556,6.9.2010,12
Overcast,14.93333333,6.9.2010,13
Mostly Cloudy,14.00555556,6.9.2010,14
Mostly Cloudy,14.92777778,6.9.2010,15
Mostly Cloudy,14.97777778,6.9.2010,16
Mostly Cloudy,13.86666667,6.9.2010,17
Mostly Cloudy,12.87222222,6.9.2010,18
Mostly Cloudy,12.2,6.9.2010,19
Partly Cloudy,11.64444444,6.9.2010,20
Partly Cloudy,11.24444444,6.9.2010,21
Partly Cloudy,10.05,6.9.2010,22
Partly Cloudy,9.466666667,6.9.2010,23
Foggy,12.78333333,7.9.2010,0
Partly Cloudy,8.266666667,7.9.2010,1
Mostly Cloudy,8.15,7.9.2010,2
Foggy,7.427777778,7.9.2010,3
Foggy,7.127777778,7.9.2010,4
Foggy,7.805555556,7.9.2010,5
Foggy,11.09444444,7.9.2010,6
Partly Cloudy,14.75,7.9.2010,7
Mostly Cloudy,16.02222222,7.9.2010,8
Mostly Cloudy,17.09444444,7.9.2010,9
Mostly Cloudy,17.75,7.9.2010,10
Overcast,17.6,7.9.2010,11
Overcast,17.07777778,7.9.2010,12
Overcast,16.04444444,7.9.2010,13
Overcast,16.04444444,7.9.2010,14
Overcast,15.10555556,7.9.2010,15
Overcast,14.88333333,7.9.2010,16
Overcast,13.81666667,7.9.2010,17
Overcast,13.93888889,7.9.2010,18
Foggy,13.77222222,7.9.2010,19
Foggy,13.79444444,7.9.2010,20
Mostly Cloudy,13.45,7.9.2010,21
Foggy,13.23888889,7.9.2010,22
Mostly Cloudy,13.24444444,7.9.2010,23
Mostly Cloudy,16.35,8.9.2010,0
Foggy,13.21666667,8.9.2010,1
Foggy,13.21666667,8.9.2010,2
Partly Cloudy,13.13333333,8.9.2010,3
Foggy,12.63888889,8.9.2010,4
Mostly Cloudy,12.71111111,8.9.2010,5
Mostly Cloudy,13.82777778,8.9.2010,6
Partly Cloudy,15.90555556,8.9.2010,7
Partly Cloudy,18.54444444,8.9.2010,8
Partly Cloudy,20.61111111,8.9.2010,9
Partly Cloudy,21.9,8.9.2010,10
Mostly Cloudy,23.58888889,8.9.2010,11
Mostly Cloudy,23.67777778,8.9.2010,12
Overcast,22.56666667,8.9.2010,13
Overcast,21.91666667,8.9.2010,14
Mostly Cloudy,22.07222222,8.9.2010,15
Humid and Mostly Cloudy,20.82777778,8.9.2010,16
Mostly Cloudy,19.71666667,8.9.2010,17
Overcast,18.99444444,8.9.2010,18
Partly Cloudy,18.62777778,8.9.2010,19
Mostly Cloudy,18.11666667,8.9.2010,20
Partly Cloudy,17.69444444,8.9.2010,21
Mostly Cloudy,17.56666667,8.9.2010,22
Mostly Cloudy,17.56666667,8.9.2010,23
Mostly Cloudy,17.64444444,9.9.2010,0
Foggy,15.99444444,9.9.2010,1
Mostly Cloudy,15.92222222,9.9.2010,2
Overcast,15.72222222,9.9.2010,3
Foggy,14.90555556,9.9.2010,4
Mostly Cloudy,14.95,9.9.2010,5
Mostly Cloudy,16.17777778,9.9.2010,6
Mostly Cloudy,17.66111111,9.9.2010,7
Partly Cloudy,19.83333333,9.9.2010,8
Mostly Cloudy,22.21666667,9.9.2010,9
Partly Cloudy,23.49444444,9.9.2010,10
Partly Cloudy,25.57222222,9.9.2010,11
Partly Cloudy,25.46666667,9.9.2010,12
Mostly Cloudy,25.57777778,9.9.2010,13
Mostly Cloudy,24.65,9.9.2010,14
Mostly Cloudy,23.65,9.9.2010,15
Mostly Cloudy,21.98888889,9.9.2010,16
Mostly Cloudy,20.9,9.9.2010,17
Overcast,19.93888889,9.9.2010,18
Overcast,18.79444444,9.9.2010,19
Overcast,18.72222222,9.9.2010,20
Overcast,18.18333333,9.9.2010,21
Clear,7.738888889,31.3.2011,22
Clear,7.644444444,31.3.2011,23
Partly Cloudy,9.427777778,1.4.2011,0
Clear,5.977777778,1.4.2011,1
Clear,5.911111111,1.4.2011,2
Partly Cloudy,5.116666667,1.4.2011,3
Foggy,4.938888889,1.4.2011,4
Mostly Cloudy,4.966666667,1.4.2011,5
Mostly Cloudy,9.616666667,1.4.2011,6
Mostly Cloudy,12.59444444,1.4.2011,7
Mostly Cloudy,14.83888889,1.4.2011,8
Mostly Cloudy,15.17222222,1.4.2011,9
Overcast,16.06111111,1.4.2011,10
Overcast,16.20555556,1.4.2011,11
Overcast,16.35555556,1.4.2011,12
Mostly Cloudy,17.28888889,1.4.2011,13
Mostly Cloudy,17.77777778,1.4.2011,14
Mostly Cloudy,17.77777778,1.4.2011,15
Mostly Cloudy,16.22777778,1.4.2011,16
Mostly Cloudy,15.11666667,1.4.2011,17
Mostly Cloudy,13.28888889,1.4.2011,18
Mostly Cloudy,12.8,1.4.2011,19
Overcast,12.22222222,1.4.2011,20
Overcast,12.67222222,1.4.2011,21
Clear,8.422222222,9.4.2011,22
Partly Cloudy,4.788888889,9.4.2011,23
Mostly Cloudy,6.761111111,10.4.2011,0
Clear,6.711111111,10.4.2011,1
Clear,3.05,10.4.2011,2
Clear,5.011111111,10.4.2011,3
Clear,2.816666667,10.4.2011,4
Clear,5.027777778,10.4.2011,5
Partly Cloudy,7.594444444,10.4.2011,6
Partly Cloudy,9.977777778,10.4.2011,7
Partly Cloudy,11.13333333,10.4.2011,8
Partly Cloudy,12.15,10.4.2011,9
Partly Cloudy,13.81666667,10.4.2011,10
Partly Cloudy,13.93333333,10.4.2011,11
Partly Cloudy,15.78333333,10.4.2011,12
Breezy and Partly Cloudy,16.06111111,10.4.2011,13
Breezy and Partly Cloudy,16.06111111,10.4.2011,14
Breezy and Partly Cloudy,15.08333333,10.4.2011,15
Breezy and Partly Cloudy,15.04444444,10.4.2011,16
Partly Cloudy,13.93333333,10.4.2011,17
Partly Cloudy,12.86666667,10.4.2011,18
Clear,12.23888889,10.4.2011,19
Partly Cloudy,10.68888889,10.4.2011,20
Partly Cloudy,9.116666667,10.4.2011,21
Partly Cloudy,8.466666667,10.4.2011,22
Mostly Cloudy,7.933333333,10.4.2011,23
Mostly Cloudy,8.216666667,11.4.2011,0
Mostly Cloudy,6.638888889,11.4.2011,1
Partly Cloudy,5.527777778,11.4.2011,2
Mostly Cloudy,5.538888889,11.4.2011,3
Mostly Cloudy,6.9,11.4.2011,4
Partly Cloudy,7.683333333,11.4.2011,5
Partly Cloudy,8.705555556,11.4.2011,6
Mostly Cloudy,8.961111111,11.4.2011,7
Partly Cloudy,11.13333333,11.4.2011,8
Partly Cloudy,11.99444444,11.4.2011,9
Partly Cloudy,12.28888889,11.4.2011,10
Partly Cloudy,12.89444444,11.4.2011,11
Partly Cloudy,13.92222222,11.4.2011,12
Partly Cloudy,15.06666667,11.4.2011,13
Partly Cloudy,15.06666667,11.4.2011,14
Mostly Cloudy,15.03888889,11.4.2011,15
Mostly Cloudy,13.95555556,11.4.2011,16
Mostly Cloudy,12.86666667,11.4.2011,17
Mostly Cloudy,11.35,11.4.2011,18
Mostly Cloudy,9.122222222,11.4.2011,19
Mostly Cloudy,8.944444444,11.4.2011,20
Mostly Cloudy,8.577777778,11.4.2011,21
Mostly Cloudy,8.388888889,11.4.2011,22
Mostly Cloudy,8.366666667,11.4.2011,23
Mostly Cloudy,10.49444444,12.4.2011,0
Mostly Cloudy,8.322222222,12.4.2011,1
Mostly Cloudy,8.761111111,12.4.2011,2
Overcast,8.561111111,12.4.2011,3
Overcast,8.877777778,12.4.2011,4
Overcast,11.07222222,12.4.2011,5
Mostly Cloudy,12.46666667,12.4.2011,6
Partly Cloudy,16.13333333,12.4.2011,7
Mostly Cloudy,17.72777778,12.4.2011,8
Mostly Cloudy,19.80555556,12.4.2011,9
Mostly Cloudy,21.11111111,12.4.2011,10
Mostly Cloudy,22.10555556,12.4.2011,11
Mostly Cloudy,20.78333333,12.4.2011,12
Mostly Cloudy,20.96111111,12.4.2011,13
Partly Cloudy,18.76111111,12.4.2011,14
Mostly Cloudy,17.78888889,12.4.2011,15
Clear,17.75,12.4.2011,16
Mostly Cloudy,16.06111111,12.4.2011,17
Breezy and Mostly Cloudy,15.03888889,12.4.2011,18
Breezy and Mostly Cloudy,13.83888889,12.4.2011,19
Windy and Mostly Cloudy,12.75,12.4.2011,20
Breezy and Overcast,12.78888889,12.4.2011,21
Windy,12.17222222,12.4.2011,22
Clear,12.17222222,12.4.2011,23
Partly Cloudy,5.027777778,13.4.2011,0
Breezy,11.06111111,13.4.2011,1
Clear,9.95,13.4.2011,2
Overcast,9.388888889,13.4.2011,3
Clear,8.838888889,13.4.2011,4
Clear,8.838888889,13.4.2011,5
Breezy and Mostly Cloudy,8.805555556,13.4.2011,6
Breezy and Mostly Cloudy,8.838888889,13.4.2011,7
Breezy and Mostly Cloudy,10.0,13.4.2011,8
Mostly Cloudy,10.94444444,13.4.2011,9
Mostly Cloudy,12.17222222,13.4.2011,10
Mostly Cloudy,12.22222222,13.4.2011,11
Mostly Cloudy,12.55555556,13.4.2011,12
Mostly Cloudy,12.75555556,13.4.2011,13
Mostly Cloudy,12.8,13.4.2011,14
Mostly Cloudy,12.65,13.4.2011,15
Breezy and Mostly Cloudy,10.88333333,13.4.2011,16
Partly Cloudy,8.838888889,13.4.2011,17
Partly Cloudy,7.777777778,13.4.2011,18
Partly Cloudy,6.038888889,13.4.2011,19
Partly Cloudy,5.488888889,13.4.2011,20
Partly Cloudy,4.994444444,13.4.2011,21
Partly Cloudy,5.0,13.4.2011,22
Partly Cloudy,5.022222222,13.4.2011,23
Partly Cloudy,3.594444444,14.4.2011,0
Partly Cloudy,4.027777778,14.4.2011,1
Partly Cloudy,2.45,14.4.2011,2
Partly Cloudy,3.25,14.4.2011,3
Partly Cloudy,2.961111111,14.4.2011,4
Mostly Cloudy,4.027777778,14.4.2011,5
Mostly Cloudy,7.055555556,14.4.2011,6
Mostly Cloudy,7.177777778,14.4.2011,7
Mostly Cloudy,8.8,14.4.2011,8
Mostly Cloudy,9.727777778,14.4.2011,9
Partly Cloudy,10.88888889,14.4.2011,10
Partly Cloudy,9.911111111,14.4.2011,11
Partly Cloudy,9.916666667,14.4.2011,12
Partly Cloudy,10.95555556,14.4.2011,13
Partly Cloudy,10.97777778,14.4.2011,14
Partly Cloudy,10.66111111,14.4.2011,15
Partly Cloudy,9.833333333,14.4.2011,16
Partly Cloudy,7.727777778,14.4.2011,17
Partly Cloudy,7.716666667,14.4.2011,18
Mostly Cloudy,7.194444444,14.4.2011,19
Mostly Cloudy,6.666666667,14.4.2011,20
Mostly Cloudy,6.211111111,14.4.2011,21
Partly Cloudy,5.6,14.4.2011,22
Partly Cloudy,4.044444444,14.4.2011,23
Overcast,7.805555556,15.4.2011,0
Mostly Cloudy,3.5,15.4.2011,1
Mostly Cloudy,5.027777778,15.4.2011,2
Mostly Cloudy,5.388888889,15.4.2011,3
Mostly Cloudy,6.044444444,15.4.2011,4
Mostly Cloudy,6.044444444,15.4.2011,5
Overcast,6.988888889,15.4.2011,6
Overcast,7.272222222,15.4.2011,7
Mostly Cloudy,7.944444444,15.4.2011,8
Mostly Cloudy,9.733333333,15.4.2011,9
Overcast,10.07222222,15.4.2011,10
Overcast,11.16111111,15.4.2011,11
Overcast,10.89444444,15.4.2011,12
Overcast,11.16111111,15.4.2011,13
Overcast,11.18333333,15.4.2011,14
Overcast,11.12222222,15.4.2011,15
Overcast,11.16111111,15.4.2011,16
Overcast,10.05,15.4.2011,17
Overcast,9.894444444,15.4.2011,18
Overcast,8.888888889,15.4.2011,19
Overcast,8.911111111,15.4.2011,20
Overcast,8.9,15.4.2011,21
Overcast,8.866666667,15.4.2011,22
Overcast,8.866666667,15.4.2011,23
Partly Cloudy,4.655555556,16.4.2011,0
Overcast,8.333333333,16.4.2011,1
Overcast,8.288888889,16.4.2011,2
Overcast,7.711111111,16.4.2011,3
Overcast,7.755555556,16.4.2011,4
Mostly Cloudy,7.711111111,16.4.2011,5
Mostly Cloudy,9.561111111,16.4.2011,6
Partly Cloudy,12.02222222,16.4.2011,7
Partly Cloudy,12.68888889,16.4.2011,8
Partly Cloudy,13.72222222,16.4.2011,9
Partly Cloudy,14.88333333,16.4.2011,10
Partly Cloudy,14.95,16.4.2011,11
Partly Cloudy,14.8,16.4.2011,12
Partly Cloudy,14.93333333,16.4.2011,13
Partly Cloudy,14.90555556,16.4.2011,14
Partly Cloudy,14.82777778,16.4.2011,15
Partly Cloudy,13.86111111,16.4.2011,16
Partly Cloudy,12.19444444,16.4.2011,17
Partly Cloudy,10.11666667,16.4.2011,18
Partly Cloudy,7.616666667,16.4.2011,19
Partly Cloudy,7.483333333,16.4.2011,20
Partly Cloudy,6.144444444,16.4.2011,21
Partly Cloudy,5.238888889,16.4.2011,22
Partly Cloudy,4.683333333,16.4.2011,23
Mostly Cloudy,6.616666667,17.4.2011,0
Partly Cloudy,3.227777778,17.4.2011,1
Mostly Cloudy,4.755555556,17.4.2011,2
Partly Cloudy,2.922222222,17.4.2011,3
Partly Cloudy,2.188888889,17.4.2011,4
Partly Cloudy,4.877777778,17.4.2011,5
Partly Cloudy,9.372222222,17.4.2011,6
Partly Cloudy,12.15,17.4.2011,7
Partly Cloudy,13.86111111,17.4.2011,8
Partly Cloudy,14.98888889,17.4.2011,9
Partly Cloudy,15.13888889,17.4.2011,10
Partly Cloudy,16.15555556,17.4.2011,11
Partly Cloudy,16.11666667,17.4.2011,12
Mostly Cloudy,16.16111111,17.4.2011,13
Mostly Cloudy,17.10555556,17.4.2011,14
Mostly Cloudy,17.12222222,17.4.2011,15
Mostly Cloudy,16.03888889,17.4.2011,16
Mostly Cloudy,13.86111111,17.4.2011,17
Mostly Cloudy,12.56111111,17.4.2011,18
Mostly Cloudy,10.83333333,17.4.2011,19
Mostly Cloudy,10.67222222,17.4.2011,20
Mostly Cloudy,9.077777778,17.4.2011,21
Mostly Cloudy,8.527777778,17.4.2011,22
Mostly Cloudy,6.811111111,17.4.2011,23
Clear,7.311111111,18.4.2011,0
Mostly Cloudy,6.9,18.4.2011,1
Partly Cloudy,5.883333333,18.4.2011,2
Partly Cloudy,5.461111111,18.4.2011,3
Partly Cloudy,3.755555556,18.4.2011,4
Partly Cloudy,7.488888889,18.4.2011,5
Partly Cloudy,9.694444444,18.4.2011,6
Partly Cloudy,12.73333333,18.4.2011,7
Mostly Cloudy,13.96111111,18.4.2011,8
Partly Cloudy,16.22777778,18.4.2011,9
Partly Cloudy,17.2,18.4.2011,10
Partly Cloudy,17.75555556,18.4.2011,11
Partly Cloudy,18.77777778,18.4.2011,12
Mostly Cloudy,17.87222222,18.4.2011,13
Mostly Cloudy,17.82777778,18.4.2011,14
Mostly Cloudy,17.85,18.4.2011,15
Mostly Cloudy,17.73333333,18.4.2011,16
Partly Cloudy,16.03888889,18.4.2011,17
Partly Cloudy,13.16111111,18.4.2011,18
Partly Cloudy,11.1,18.4.2011,19
Clear,9.972222222,18.4.2011,20
Clear,8.988888889,18.4.2011,21
Clear,8.638888889,18.4.2011,22
Clear,7.088888889,18.4.2011,23
Partly Cloudy,10.78888889,19.4.2011,0
Clear,6.538888889,19.4.2011,1
Clear,5.566666667,19.4.2011,2
Clear,5.711111111,19.4.2011,3
Mostly Cloudy,7.611111111,19.4.2011,4
Mostly Cloudy,8.766666667,19.4.2011,5
Overcast,10.77777778,19.4.2011,6
Mostly Cloudy,12.7,19.4.2011,7
Mostly Cloudy,15.91111111,19.4.2011,8
Partly Cloudy,17.5,19.4.2011,9
Partly Cloudy,17.89444444,19.4.2011,10
Mostly Cloudy,19.90555556,19.4.2011,11
Partly Cloudy,19.05555556,19.4.2011,12
Partly Cloudy,20.0,19.4.2011,13
Partly Cloudy,19.97777778,19.4.2011,14
Partly Cloudy,18.98333333,19.4.2011,15
Partly Cloudy,18.93333333,19.4.2011,16
Partly Cloudy,17.17222222,19.4.2011,17
Partly Cloudy,14.14444444,19.4.2011,18
Partly Cloudy,13.66111111,19.4.2011,19
Partly Cloudy,11.9,19.4.2011,20
Partly Cloudy,10.90555556,19.4.2011,21
Clear,12.13333333,1.4.2011,22
Partly Cloudy,10.81666667,1.4.2011,23
Partly Cloudy,8.755555556,2.4.2011,0
Partly Cloudy,8.011111111,2.4.2011,1
Partly Cloudy,8.088888889,2.4.2011,2
Partly Cloudy,6.722222222,2.4.2011,3
Partly Cloudy,7.022222222,2.4.2011,4
Partly Cloudy,7.527777778,2.4.2011,5
Clear,9.772222222,2.4.2011,6
Clear,12.15,2.4.2011,7
Clear,14.92777778,2.4.2011,8
Clear,17.03333333,2.4.2011,9
Partly Cloudy,17.75555556,2.4.2011,10
Partly Cloudy,18.83888889,2.4.2011,11
Partly Cloudy,19.08888889,2.4.2011,12
Partly Cloudy,20.02222222,2.4.2011,13
Partly Cloudy,19.92777778,2.4.2011,14
Partly Cloudy,19.86666667,2.4.2011,15
Partly Cloudy,18.83888889,2.4.2011,16
Partly Cloudy,16.12777778,2.4.2011,17
Partly Cloudy,14.91111111,2.4.2011,18
Clear,13.75,2.4.2011,19
Clear,12.50555556,2.4.2011,20
Clear,11.44444444,2.4.2011,21
Partly Cloudy,10.42777778,19.4.2011,22
Partly Cloudy,9.388888889,19.4.2011,23
Clear,7.494444444,20.4.2011,0
Partly Cloudy,10.95555556,20.4.2011,1
Partly Cloudy,9.955555556,20.4.2011,2
Partly Cloudy,9.305555556,20.4.2011,3
Partly Cloudy,8.777777778,20.4.2011,4
Partly Cloudy,9.8,20.4.2011,5
Partly Cloudy,11.93888889,20.4.2011,6
Clear,13.95555556,20.4.2011,7
Partly Cloudy,16.11111111,20.4.2011,8
Clear,17.82777778,20.4.2011,9
Partly Cloudy,18.92777778,20.4.2011,10
Partly Cloudy,19.97222222,20.4.2011,11
Partly Cloudy,21.06111111,20.4.2011,12
Partly Cloudy,21.15555556,20.4.2011,13
Partly Cloudy,21.13333333,20.4.2011,14
Partly Cloudy,21.21111111,20.4.2011,15
Partly Cloudy,21.08333333,20.4.2011,16
Partly Cloudy,18.88333333,20.4.2011,17
Partly Cloudy,14.44444444,20.4.2011,18
Partly Cloudy,12.71111111,20.4.2011,19
Clear,11.41666667,20.4.2011,20
Clear,10.82222222,20.4.2011,21
Clear,8.616666667,20.4.2011,22
Clear,7.572222222,20.4.2011,23
Partly Cloudy,11.17777778,21.4.2011,0
Clear,5.933333333,21.4.2011,1
Clear,5.838888889,21.4.2011,2
Clear,5.633333333,21.4.2011,3
Foggy,4.8,21.4.2011,4
Partly Cloudy,8.672222222,21.4.2011,5
Clear,12.71111111,21.4.2011,6
Clear,16.18333333,21.4.2011,7
Clear,17.91666667,21.4.2011,8
Clear,20.07222222,21.4.2011,9
Clear,22.2,21.4.2011,10
Partly Cloudy,22.8,21.4.2011,11
Partly Cloudy,22.75555556,21.4.2011,12
Partly Cloudy,23.79444444,21.4.2011,13
Partly Cloudy,22.87222222,21.4.2011,14
Partly Cloudy,22.45,21.4.2011,15
Partly Cloudy,22.28888889,21.4.2011,16
Partly Cloudy,20.04444444,21.4.2011,17
Partly Cloudy,16.61666667,21.4.2011,18
Partly Cloudy,14.86111111,21.4.2011,19
Clear,12.68888889,21.4.2011,20
Clear,14.56111111,21.4.2011,21
Clear,12.98888889,21.4.2011,22
Partly Cloudy,13.93333333,21.4.2011,23
Clear,12.91666667,22.4.2011,0
Partly Cloudy,11.34444444,22.4.2011,1
Partly Cloudy,10.65,22.4.2011,2
Partly Cloudy,11.41111111,22.4.2011,3
Partly Cloudy,10.58333333,22.4.2011,4
Partly Cloudy,12.27777778,22.4.2011,5
Partly Cloudy,15.35555556,22.4.2011,6
Partly Cloudy,17.62222222,22.4.2011,7
Partly Cloudy,18.91666667,22.4.2011,8
Clear,21.07222222,22.4.2011,9
Clear,22.31666667,22.4.2011,10
Partly Cloudy,23.88888889,22.4.2011,11
Partly Cloudy,23.93888889,22.4.2011,12
Partly Cloudy,23.98333333,22.4.2011,13
Partly Cloudy,23.98333333,22.4.2011,14
Partly Cloudy,23.98333333,22.4.2011,15
Partly Cloudy,22.84444444,22.4.2011,16
Clear,21.12777778,22.4.2011,17
Clear,18.76666667,22.4.2011,18
Clear,15.90555556,22.4.2011,19
Clear,15.27222222,22.4.2011,20
Clear,14.71111111,22.4.2011,21
Clear,14.12222222,22.4.2011,22
Clear,13.12777778,22.4.2011,23
Mostly Cloudy,10.79444444,23.4.2011,0
Clear,11.48333333,23.4.2011,1
Clear,9.905555556,23.4.2011,2
Clear,9.411111111,23.4.2011,3
Partly Cloudy,9.872222222,23.4.2011,4
Partly Cloudy,10.95555556,23.4.2011,5
Partly Cloudy,12.67222222,23.4.2011,6
Partly Cloudy,15.05,23.4.2011,7
Partly Cloudy,17.27222222,23.4.2011,8
Partly Cloudy,18.91666667,23.4.2011,9
Partly Cloudy,21.18333333,23.4.2011,10
Partly Cloudy,22.28888889,23.4.2011,11
Clear,22.84444444,23.4.2011,12
Clear,22.96111111,23.4.2011,13
Partly Cloudy,22.91666667,23.4.2011,14
Partly Cloudy,22.83333333,23.4.2011,15
Partly Cloudy,22.24444444,23.4.2011,16
Partly Cloudy,18.96111111,23.4.2011,17
Partly Cloudy,16.34444444,23.4.2011,18
Partly Cloudy,15.02777778,23.4.2011,19
Partly Cloudy,14.4,23.4.2011,20
Mostly Cloudy,13.33888889,23.4.2011,21
Mostly Cloudy,11.62777778,23.4.2011,22
Mostly Cloudy,11.09444444,23.4.2011,23
Mostly Cloudy,13.75,24.4.2011,0
Mostly Cloudy,9.444444444,24.4.2011,1
Mostly Cloudy,8.916666667,24.4.2011,2
Mostly Cloudy,9.1,24.4.2011,3
Mostly Cloudy,9.905555556,24.4.2011,4
Mostly Cloudy,11.08888889,24.4.2011,5
Mostly Cloudy,12.80555556,24.4.2011,6
Mostly Cloudy,13.82222222,24.4.2011,7
Overcast,14.91111111,24.4.2011,8
Overcast,16.02777778,24.4.2011,9
Overcast,17.61666667,24.4.2011,10
Overcast,17.67777778,24.4.2011,11
Overcast,17.97777778,24.4.2011,12
Overcast,18.91111111,24.4.2011,13
Overcast,18.91111111,24.4.2011,14
Mostly Cloudy,18.96111111,24.4.2011,15
Mostly Cloudy,18.81666667,24.4.2011,16
Mostly Cloudy,17.75555556,24.4.2011,17
Mostly Cloudy,17.08888889,24.4.2011,18
Mostly Cloudy,16.92222222,24.4.2011,19
Overcast,16.35,24.4.2011,20
Mostly Cloudy,15.19444444,24.4.2011,21
Mostly Cloudy,13.22222222,24.4.2011,22
Mostly Cloudy,14.23888889,24.4.2011,23
Mostly Cloudy,13.87222222,25.4.2011,0
Mostly Cloudy,14.21666667,25.4.2011,1
Mostly Cloudy,14.12777778,25.4.2011,2
Mostly Cloudy,13.18333333,25.4.2011,3
Mostly Cloudy,12.50555556,25.4.2011,4
Mostly Cloudy,13.68888889,25.4.2011,5
Mostly Cloudy,14.83333333,25.4.2011,6
Mostly Cloudy,16.08888889,25.4.2011,7
Mostly Cloudy,17.24444444,25.4.2011,8
Mostly Cloudy,17.91111111,25.4.2011,9
Mostly Cloudy,19.90555556,25.4.2011,10
Mostly Cloudy,21.08333333,25.4.2011,11
Mostly Cloudy,21.98333333,25.4.2011,12
Mostly Cloudy,22.21666667,25.4.2011,13
Mostly Cloudy,22.72777778,25.4.2011,14
Mostly Cloudy,22.22222222,25.4.2011,15
Partly Cloudy,21.06111111,25.4.2011,16
Partly Cloudy,18.83888889,25.4.2011,17
Partly Cloudy,17.08888889,25.4.2011,18
Partly Cloudy,14.97777778,25.4.2011,19
Mostly Cloudy,14.35555556,25.4.2011,20
