brand,category,material,delivery_days,inventory,cost,discount_percentage,price
LesComfe,Chair,Wood,5,168,89.73,23.5,102.99
Furneyz,Desk,Fabric,4,82,269.72,5.6,309.43
Krude,Desk,Glass,8,29,110.37,19.0,173.32
Krude,Desk,Glass,5,4,212.88,24.5,299.38
Krude,Chair,Glass,9,118,200.62,19.2,343.14
Ordinaer,Sofa,Fabric,9,198,380.31,9.3,486.89
Furneyz,Chair,Wood,3,30,127.52,19.7,
Furneyz,Table,Metal,6,179,41.75,6.3,54.95
Krude,Bed,Glass,6,22,91.71,9.5,139.5
Furneyz,Table,Metal,4,47,357.65,7.2,455.01
Krude,Table,Metal,3,108,326.79,16.7,443.25
Krude,Bed,Plastic,1,39,166.22,3.2,398.54
Krude,Desk,Metal,7,5,218.37,28.0,320.23
LesComfe,Chair,Plastic,5,37,268.91,10.0,349.27
Ordinaer,Sofa,Wood,7,168,99.4,6.6,
Furneyz,Table,Wood,1,99,299.62,14.9,461.49
Ordinaer,Table,Plastic,8,26,209.04,8.3,238.45
LesComfe,Sofa,Wood,3,68,126.1,16.0,
Furneyz,Chair,Glass,7,56,198.5,10.5,283.51
Krude,Table,Wood,3,16,55.23,4.0,71.13
Ordinaer,Sofa,Plastic,3,70,97.22,8.0,143.55
LesComfe,Table,Glass,9,46,290.2,13.2,382.12
Furneyz,Desk,Metal,2,78,53.24,0.9,87.26
Furneyz,Desk,Metal,4,109,180.79,23.1,321.42
Ordinaer,Table,Metal,6,12,121.01,18.7,160.41
Ordinaer,Table,Plastic,3,138,166.57,18.0,
Furneyz,Desk,Metal,7,123,102.86,16.4,179.91
Furneyz,Table,Wood,7,108,164.27,17.7,210.05
LesComfe,Chair,Metal,5,89,254.8,28.0,373.57
Krude,Chair,Fabric,3,85,140.92,0.3,
Krude,Bed,Fabric,2,91,254.56,1.4,381.1
LesComfe,Chair,Metal,4,23,150.05,5.7,264.22
Furneyz,Table,Metal,4,72,177.0,5.0,348.65
Ordinaer,Table,Fabric,8,3,382.75,5.4,471.57
Ordinaer,Sofa,Metal,8,112,282.42,20.2,436.61
Furneyz,Chair,Glass,5,45,114.42,13.8,146.72
LesComfe,Desk,Fabric,6,17,53.48,29.8,64.03
Furneyz,Desk,Plastic,8,42,137.96,6.8,168.02
Ordinaer,Bed,Fabric,1,160,281.04,9.3,
Furneyz,Sofa,Wood,5,92,52.25,29.5,84.11
Furneyz,Desk,Glass,4,102,190.1,25.0,273.36
LesComfe,Bed,Plastic,4,123,210.5,14.1,398.22
Krude,Chair,Metal,2,9,112.53,16.6,200.41
Ordinaer,Sofa,Wood,1,72,289.36,25.3,456.45
Ordinaer,Sofa,Wood,6,186,59.84,14.4,112.66
Furneyz,Table,Glass,7,30,72.79,6.2,83.81
Ordinaer,Chair,Plastic,5,155,276.95,24.9,377.68
Ordinaer,Sofa,Wood,8,59,201.22,16.1,313.92
Krude,Bed,Plastic,9,130,230.97,4.6,449.73
Ordinaer,Desk,Plastic,2,117,127.95,15.2,245.67
Ordinaer,Chair,Wood,4,182,82.48,12.4,160.88
LesComfe,Chair,Plastic,9,13,280.18,26.3,418.6
LesComfe,Sofa,Glass,5,185,218.73,3.8,
LesComfe,Sofa,Wood,3,142,269.33,26.3,417.01
LesComfe,Sofa,Glass,6,1,147.01,15.4,198.34
LesComfe,Bed,Glass,3,23,269.26,12.1,394.5
Krude,Table,Plastic,5,63,162.22,4.9,212.44
Ordinaer,Sofa,Plastic,3,198,53.31,21.0,104.89
Furneyz,Table,Wood,6,99,391.15,27.8,462.79
Krude,Table,Metal,5,113,95.33,11.3,111.57
Furneyz,Chair,Wood,9,23,276.37,7.2,477.61
LesComfe,Desk,Glass,3,154,199.3,16.6,250.7
Ordinaer,Desk,Plastic,6,164,81.93,23.9,133.31
LesComfe,Bed,Glass,8,90,241.27,0.1,367.32
Krude,Bed,Fabric,7,166,398.05,18.9,553.53
Furneyz,Desk,Fabric,6,190,194.31,17.9,379.5
Ordinaer,Desk,Glass,2,25,354.7,9.5,
Krude,Chair,Metal,7,64,259.51,13.5,346.45
Krude,Chair,Metal,8,119,321.52,7.4,361.52
Ordinaer,Desk,Wood,1,3,296.45,23.7,432.14
Ordinaer,Sofa,Wood,9,156,136.2,19.0,186.7
Krude,Sofa,Wood,4,0,141.87,16.0,310.78
Furneyz,Chair,Plastic,8,49,94.83,11.8,149.54
Furneyz,Table,Metal,7,109,260.48,8.7,
Krude,Desk,Glass,7,138,422.66,24.7,474.83
Krude,Bed,Fabric,2,73,56.01,13.5,84.68
LesComfe,Sofa,Metal,1,186,309.08,15.0,422.64
LesComfe,Table,Metal,4,61,408.15,15.6,466.36
Furneyz,Sofa,Metal,2,80,70.1,13.5,150.95
LesComfe,Table,Wood,8,163,199.92,7.7,305.58
Furneyz,Desk,Plastic,7,55,244.11,3.6,461.97
Ordinaer,Desk,Glass,8,110,38.14,3.0,65.28
LesComfe,Desk,Wood,6,20,215.3,22.7,363.84
Furneyz,Chair,Plastic,1,140,126.39,6.7,
Furneyz,Table,Metal,9,8,283.05,1.7,465.98
Krude,Bed,Plastic,6,138,263.16,23.9,608.72
Furneyz,Bed,Wood,1,69,269.28,4.6,593.65
LesComfe,Desk,Metal,1,128,147.21,18.8,263.4
Krude,Bed,Wood,8,117,389.41,10.2,547.4
Krude,Sofa,Glass,6,197,345.64,3.8,494.55
LesComfe,Table,Metal,8,55,171.74,12.4,193.6
Ordinaer,Table,Plastic,8,30,285.91,0.4,423.01
LesComfe,Table,Wood,8,36,40.75,25.2,66.65
LesComfe,Sofa,Fabric,7,174,260.81,15.4,366.07
Krude,Chair,Plastic,7,90,96.78,4.2,153.5
LesComfe,Sofa,Plastic,4,113,64.61,7.1,119.89
Ordinaer,Table,Metal,9,127,50.19,13.4,84.63
Ordinaer,Table,Plastic,2,174,200.51,5.7,363.33
Ordinaer,Table,Wood,9,121,122.29,8.1,202.94
Krude,Bed,Fabric,3,68,241.53,16.0,470.18
LesComfe,Chair,Glass,2,185,61.11,25.0,79.41
Furneyz,Sofa,Fabric,4,35,100.74,12.1,220.66
LesComfe,Table,Wood,5,31,171.04,21.5,292.77
Ordinaer,Desk,Metal,2,63,334.24,26.3,405.83
LesComfe,Chair,Wood,1,198,108.09,6.5,193.44
Krude,Desk,Plastic,5,169,211.28,24.2,331.65
LesComfe,Chair,Metal,9,47,379.53,22.7,448.69
Krude,Table,Glass,5,80,183.84,10.7,
Furneyz,Chair,Glass,9,157,82.54,29.7,154.83
Furneyz,Chair,Wood,6,148,42.31,7.9,60.98
Krude,Table,Plastic,3,59,274.18,7.6,441.54
LesComfe,Desk,Glass,4,140,43.21,23.2,59.57
Ordinaer,Desk,Fabric,4,0,364.44,13.0,
Krude,Bed,Metal,1,64,159.81,9.9,360.03
LesComfe,Desk,Fabric,3,32,346.06,5.4,472.58
LesComfe,Desk,Glass,3,37,287.52,23.0,409.45
LesComfe,Chair,Glass,1,24,278.3,23.6,499.07
Ordinaer,Bed,Wood,9,153,155.78,17.0,259.78
Ordinaer,Table,Wood,1,58,240.88,28.7,395.23
Ordinaer,Table,Metal,9,160,160.48,9.5,230.87
Krude,Sofa,Wood,1,100,141.72,6.6,305.84
Krude,Bed,Plastic,2,126,227.29,20.3,415.47
Ordinaer,Chair,Metal,2,40,275.9,22.8,443.15
Krude,Sofa,Plastic,6,157,408.54,6.7,566.76
Ordinaer,Sofa,Wood,7,56,206.88,2.3,455.08
Krude,Table,Metal,1,176,158.85,24.3,238.0
LesComfe,Desk,Glass,3,47,163.74,29.3,239.61
Ordinaer,Chair,Fabric,2,71,301.71,19.3,381.91
Krude,Bed,Glass,8,176,114.89,8.3,196.81
LesComfe,Sofa,Plastic,9,174,76.47,29.9,
LesComfe,Chair,Glass,2,55,169.93,26.8,209.58
Krude,Table,Glass,2,64,151.45,15.4,179.26
LesComfe,Sofa,Fabric,9,11,114.69,24.8,210.84
Furneyz,Sofa,Fabric,4,68,110.95,24.5,178.39
Ordinaer,Table,Glass,5,133,57.64,28.0,68.94
Ordinaer,Table,Fabric,9,88,51.99,25.2,58.04
LesComfe,Table,Glass,6,192,423.18,19.3,494.48
Krude,Chair,Metal,9,24,157.28,18.3,242.5
Furneyz,Chair,Glass,9,0,128.88,14.0,222.95
Krude,Chair,Wood,7,159,247.58,18.8,
Ordinaer,Desk,Fabric,9,130,118.08,23.9,148.21
LesComfe,Sofa,Fabric,5,48,332.82,29.1,549.1
Furneyz,Chair,Plastic,5,146,279.98,14.0,403.86
LesComfe,Desk,Plastic,8,59,75.37,17.2,90.23
Furneyz,Sofa,Wood,4,156,153.35,13.3,273.6
LesComfe,Chair,Fabric,9,177,376.05,20.1,445.6
Krude,Table,Fabric,7,1,314.88,18.9,475.13
Ordinaer,Bed,Plastic,7,72,164.34,0.5,325.41
LesComfe,Chair,Plastic,3,183,222.22,16.2,326.04
LesComfe,Bed,Glass,4,144,100.76,2.7,156.46
Furneyz,Chair,Fabric,7,187,273.01,0.8,496.03
Krude,Table,Fabric,5,109,89.25,23.7,154.25
Krude,Bed,Glass,3,163,417.6,7.8,592.79
Furneyz,Desk,Fabric,1,60,195.2,10.2,342.34
Krude,Table,Wood,7,16,235.2,1.9,323.48
Ordinaer,Bed,Plastic,6,48,205.4,5.4,350.89
LesComfe,Bed,Plastic,7,75,107.02,23.0,192.25
Furneyz,Table,Plastic,2,187,98.1,14.8,129.44
Krude,Table,Metal,4,147,88.33,26.4,149.22
Ordinaer,Table,Wood,2,177,96.55,11.9,133.9
Ordinaer,Sofa,Wood,8,130,260.08,8.1,
Krude,Desk,Glass,7,42,158.71,10.4,207.56
Krude,Chair,Metal,1,56,42.31,21.4,76.03
Furneyz,Bed,Fabric,2,49,354.05,16.7,607.62
Krude,Chair,Wood,2,195,257.03,27.1,447.7
Furneyz,Table,Metal,4,177,285.85,18.1,467.49
LesComfe,Desk,Metal,3,36,292.4,14.8,497.71
Ordinaer,Desk,Wood,1,45,73.51,23.6,128.25
Furneyz,Sofa,Glass,2,169,189.56,28.4,262.56
Ordinaer,Table,Metal,9,14,240.31,10.7,391.21
LesComfe,Bed,Plastic,1,160,316.3,7.5,454.01
Krude,Sofa,Metal,9,79,105.89,18.5,137.14
Furneyz,Table,Fabric,7,138,303.88,15.0,417.12
Krude,Sofa,Wood,2,147,84.14,29.7,173.65
Ordinaer,Chair,Fabric,2,23,97.94,13.9,150.72
Furneyz,Table,Glass,5,124,238.88,2.2,291.64
LesComfe,Bed,Plastic,5,191,204.97,29.3,396.03
LesComfe,Bed,Wood,4,117,166.35,25.3,388.8
Krude,Table,Metal,3,79,65.89,5.3,91.17
LesComfe,Sofa,Plastic,4,93,372.81,27.1,511.59
LesComfe,Desk,Metal,4,64,138.73,10.2,169.52
Krude,Table,Glass,2,87,61.73,11.3,108.28
Krude,Bed,Wood,5,87,346.05,27.2,562.42
Furneyz,Chair,Glass,5,144,282.36,15.9,480.04
Furneyz,Bed,Glass,5,125,257.2,4.1,
Krude,Desk,Glass,1,88,351.99,11.1,414.28
Ordinaer,Bed,Glass,6,60,206.87,21.7,431.07
Ordinaer,Desk,Metal,2,14,180.31,5.2,297.89
Furneyz,Table,Fabric,7,93,44.6,17.7,89.14
Furneyz,Bed,Metal,4,50,198.33,20.9,292.25
Krude,Sofa,Plastic,5,26,177.88,10.3,250.37
Ordinaer,Sofa,Glass,5,73,125.32,20.8,191.92
Krude,Bed,Plastic,5,60,300.47,26.5,469.42
Furneyz,Bed,Metal,2,185,153.18,14.2,341.43
LesComfe,Chair,Glass,5,30,59.09,11.5,86.47
LesComfe,Bed,Metal,3,11,95.49,7.5,186.35
LesComfe,Chair,Glass,4,45,192.14,18.1,357.47
Krude,Chair,Metal,2,158,58.51,26.4,84.26
Ordinaer,Chair,Wood,4,31,376.01,9.7,433.04
Furneyz,Chair,Fabric,9,159,140.78,11.9,272.82
Ordinaer,Table,Fabric,8,180,164.17,12.2,266.26
Ordinaer,Sofa,Glass,3,60,184.57,16.8,364.07
Furneyz,Chair,Wood,1,45,250.67,6.9,421.11
Ordinaer,Sofa,Plastic,1,84,178.3,24.7,237.49
LesComfe,Chair,Wood,6,79,244.04,8.9,355.11
Furneyz,Sofa,Glass,3,134,209.1,21.2,350.27
LesComfe,Bed,Wood,4,3,136.85,15.4,212.7
Krude,Bed,Plastic,1,51,250.22,17.6,556.73
LesComfe,Sofa,Glass,8,158,284.11,5.4,470.17
Krude,Chair,Fabric,1,111,232.71,22.1,346.3
Krude,Table,Wood,5,35,319.71,5.7,432.76
Furneyz,Sofa,Fabric,6,181,396.18,3.4,506.32
LesComfe,Desk,Fabric,2,53,297.88,16.4,368.76
LesComfe,Table,Metal,7,118,281.23,21.3,426.66
LesComfe,Desk,Plastic,7,126,302.38,1.5,
Furneyz,Sofa,Wood,1,16,202.34,2.1,409.47
Krude,Chair,Fabric,4,74,168.19,24.1,328.38
Krude,Desk,Fabric,4,157,226.15,24.3,388.72
Krude,Sofa,Plastic,5,104,77.21,7.4,139.58
Furneyz,Table,Fabric,1,149,314.36,18.5,446.39
Furneyz,Chair,Fabric,1,116,330.0,13.3,442.33
Ordinaer,Desk,Fabric,7,42,54.59,19.0,63.16
LesComfe,Sofa,Fabric,9,111,296.79,25.9,484.86
Krude,Chair,Metal,1,114,75.65,2.4,107.99
Ordinaer,Chair,Metal,2,26,104.44,23.3,200.8
Ordinaer,Bed,Glass,6,36,197.66,14.8,480.72
LesComfe,Chair,Wood,6,45,88.14,16.9,122.34
Furneyz,Sofa,Plastic,2,112,282.32,19.6,480.8
Ordinaer,Table,Glass,9,34,354.71,27.7,424.46
Furneyz,Bed,Metal,4,131,157.07,1.7,347.95
Furneyz,Sofa,Metal,7,79,26.96,0.9,60.8
LesComfe,Sofa,Metal,6,79,121.76,5.3,206.04
Ordinaer,Sofa,Glass,3,153,194.93,29.6,376.76
Krude,Desk,Metal,8,120,255.52,21.5,491.53
Ordinaer,Desk,Glass,7,146,264.06,18.4,334.32
Krude,Table,Metal,9,121,90.91,1.4,166.91
Krude,Sofa,Fabric,3,80,249.24,26.4,385.6
Furneyz,Desk,Fabric,1,172,179.44,24.4,292.99
Krude,Desk,Wood,2,153,228.29,19.9,
LesComfe,Desk,Metal,1,149,63.98,10.2,98.14
Ordinaer,Table,Wood,5,118,322.05,2.1,392.46
Furneyz,Table,Glass,2,57,192.83,17.4,293.57
Furneyz,Sofa,Wood,3,62,386.83,21.6,555.85
Krude,Bed,Metal,8,155,112.15,2.8,254.8
Furneyz,Sofa,Glass,5,192,270.79,19.0,384.88
LesComfe,Desk,Glass,4,171,279.19,8.6,469.41
LesComfe,Desk,Fabric,5,99,74.11,22.9,96.13
Furneyz,Chair,Glass,6,170,342.64,16.2,471.75
Furneyz,Sofa,Glass,7,164,313.4,3.9,413.48
LesComfe,Desk,Wood,9,65,52.74,15.8,80.53
Krude,Desk,Glass,1,144,97.62,11.9,185.43
Furneyz,Bed,Plastic,4,167,187.16,5.4,460.85
Krude,Chair,Fabric,9,165,66.72,25.2,80.31
Furneyz,Sofa,Fabric,5,84,221.47,0.3,358.77
LesComfe,Table,Glass,8,188,166.59,9.4,205.65
Furneyz,Sofa,Wood,1,136,195.6,0.4,
Furneyz,Sofa,Fabric,4,188,45.03,2.9,81.17
Furneyz,Bed,Fabric,9,143,226.42,8.9,552.74
LesComfe,Sofa,Plastic,1,122,431.75,1.6,561.28
LesComfe,Bed,Glass,1,1,372.83,17.9,607.49
LesComfe,Bed,Fabric,4,105,338.26,2.6,484.18
Ordinaer,Desk,Fabric,3,107,65.8,21.1,
Ordinaer,Table,Fabric,7,71,291.3,1.6,391.22
Ordinaer,Bed,Fabric,3,170,47.1,1.8,76.33
Ordinaer,Chair,Wood,1,125,37.59,9.2,59.96
LesComfe,Chair,Metal,2,169,164.18,26.9,195.62
Furneyz,Table,Plastic,4,56,237.2,19.2,269.89
LesComfe,Bed,Wood,1,80,338.74,23.1,495.85
Ordinaer,Table,Plastic,1,194,284.42,4.2,357.48
Krude,Desk,Fabric,8,157,153.15,25.0,250.66
Krude,Chair,Plastic,7,140,106.07,0.2,173.13
LesComfe,Sofa,Glass,8,18,441.53,6.4,573.51
Furneyz,Chair,Glass,4,6,121.89,18.5,241.78
Ordinaer,Bed,Metal,6,136,199.06,11.3,
Furneyz,Table,Metal,3,53,96.74,29.5,123.63
Furneyz,Chair,Plastic,8,103,305.37,0.9,407.66
Furneyz,Sofa,Wood,4,85,324.51,30.0,416.48
Ordinaer,Sofa,Wood,3,81,93.3,18.7,171.75
LesComfe,Table,Fabric,4,60,55.38,16.8,87.07
Ordinaer,Table,Wood,6,86,189.36,1.8,356.22
Ordinaer,Chair,Metal,7,1,233.29,8.2,344.53
LesComfe,Bed,Wood,7,177,104.54,27.7,216.21
LesComfe,Desk,Fabric,4,30,304.58,10.6,
LesComfe,Sofa,Glass,8,32,98.37,19.8,135.67
Krude,Table,Wood,7,79,213.78,30.0,244.55
Krude,Desk,Wood,2,10,272.58,7.9,474.63
LesComfe,Desk,Metal,8,160,155.03,17.3,
Furneyz,Desk,Plastic,9,127,293.97,20.9,
Krude,Bed,Glass,5,134,120.12,4.9,286.15
Ordinaer,Table,Plastic,4,127,93.1,4.5,173.4
Ordinaer,Sofa,Fabric,4,30,278.48,13.7,566.71
Krude,Table,Fabric,4,175,172.86,11.6,234.2
Ordinaer,Chair,Plastic,6,125,253.4,21.4,452.34
LesComfe,Sofa,Metal,4,46,136.17,2.1,176.5
Ordinaer,Table,Metal,7,180,99.02,29.2,145.9
Krude,Sofa,Metal,7,106,44.85,0.4,73.61
Furneyz,Chair,Glass,5,18,205.49,18.0,343.25
Ordinaer,Sofa,Fabric,5,80,148.58,16.9,248.21
Ordinaer,Desk,Fabric,8,122,335.7,4.0,438.96
Furneyz,Bed,Fabric,7,133,210.48,4.5,328.68
Krude,Chair,Glass,7,106,389.3,23.8,485.69
Furneyz,Sofa,Fabric,6,48,97.6,26.6,153.51
Ordinaer,Chair,Plastic,7,72,379.93,8.5,440.88
Krude,Desk,Wood,7,49,330.35,13.1,399.47
LesComfe,Bed,Glass,2,80,318.65,10.6,
Krude,Chair,Wood,2,94,224.64,2.2,430.15
Krude,Desk,Plastic,7,11,197.31,20.2,392.46
LesComfe,Desk,Metal,7,22,194.1,24.8,331.8
Krude,Desk,Metal,7,53,83.48,9.1,109.06
Ordinaer,Sofa,Metal,5,117,42.95,29.7,74.33
Ordinaer,Table,Glass,1,196,306.94,2.3,
Ordinaer,Chair,Metal,2,58,279.62,19.9,327.49
Ordinaer,Table,Glass,9,163,350.54,13.4,408.44
LesComfe,Desk,Glass,8,2,230.33,13.4,266.69
Ordinaer,Table,Wood,8,57,64.3,13.7,102.79
Krude,Desk,Metal,1,182,82.56,7.8,106.33
Furneyz,Desk,Fabric,6,56,218.2,21.5,358.5
LesComfe,Bed,Metal,9,144,140.39,21.6,304.55
LesComfe,Bed,Metal,8,166,80.47,8.5,175.3
Furneyz,Table,Metal,3,89,172.72,25.1,271.22
Ordinaer,Chair,Fabric,4,195,53.02,9.5,78.89
Ordinaer,Table,Fabric,3,54,259.61,21.8,311.89
Krude,Chair,Glass,6,44,93.73,3.6,171.05
Ordinaer,Table,Fabric,9,0,324.66,5.1,408.9
Ordinaer,Sofa,Glass,8,20,135.15,9.5,218.11
Krude,Sofa,Wood,4,20,156.78,17.8,293.08
Ordinaer,Chair,Glass,2,51,38.5,19.4,55.23
Furneyz,Bed,Metal,8,81,51.21,11.9,103.25
Ordinaer,Chair,Plastic,8,170,167.35,2.3,226.62
Furneyz,Table,Plastic,6,179,179.14,11.2,265.97
Furneyz,Desk,Metal,8,66,181.05,20.7,320.01
Furneyz,Sofa,Glass,9,112,99.08,20.1,208.44
Ordinaer,Desk,Metal,1,43,260.69,4.8,362.74
Ordinaer,Sofa,Fabric,9,159,376.29,0.2,502.61
LesComfe,Table,Glass,2,9,255.63,22.6,400.93
Krude,Sofa,Metal,1,63,53.8,3.2,
Krude,Chair,Fabric,8,68,203.26,2.5,266.23
LesComfe,Desk,Fabric,8,67,84.84,0.1,97.22
Furneyz,Desk,Glass,4,27,131.65,13.0,158.92
Krude,Table,Wood,8,180,358.96,15.1,494.0
LesComfe,Desk,Wood,7,115,87.05,19.1,114.12
Furneyz,Table,Fabric,2,50,235.89,8.9,274.5
LesComfe,Bed,Wood,5,180,216.53,21.3,410.21
Ordinaer,Chair,Fabric,4,3,230.91,5.1,366.11
Ordinaer,Sofa,Wood,3,78,152.23,25.0,347.12
Furneyz,Sofa,Fabric,1,16,45.18,17.2,62.56
Furneyz,Sofa,Fabric,5,107,161.54,17.5,226.44
Ordinaer,Bed,Fabric,8,194,153.31,6.3,353.71
Krude,Chair,Fabric,9,73,65.43,2.2,89.54
Krude,Desk,Plastic,7,174,142.45,13.9,207.78
Ordinaer,Desk,Wood,1,183,35.55,18.5,64.94
Krude,Chair,Fabric,1,22,76.16,2.9,85.36
Ordinaer,Chair,Metal,1,17,133.94,28.5,228.62
LesComfe,Sofa,Glass,2,128,57.81,29.4,126.18
LesComfe,Desk,Metal,1,34,225.36,16.4,305.39
LesComfe,Chair,Metal,4,63,286.6,28.5,360.26
Krude,Desk,Plastic,9,185,210.46,5.4,410.26
LesComfe,Chair,Wood,4,58,106.94,0.8,140.07
Furneyz,Table,Plastic,4,0,89.38,1.2,125.37
Furneyz,Sofa,Wood,7,130,52.54,17.6,111.61
LesComfe,Chair,Fabric,9,66,191.41,1.8,336.39
Furneyz,Bed,Plastic,7,36,267.54,28.8,459.89
LesComfe,Chair,Glass,1,28,39.72,4.3,64.21
LesComfe,Table,Wood,1,88,412.54,9.1,471.3
Ordinaer,Bed,Plastic,4,160,60.73,24.7,91.73
LesComfe,Bed,Glass,4,99,262.3,6.6,
Furneyz,Chair,Metal,1,188,222.87,7.3,369.08
Krude,Table,Fabric,6,121,392.39,19.3,441.94
LesComfe,Bed,Fabric,2,89,249.72,8.3,
Ordinaer,Sofa,Metal,5,131,262.49,6.5,472.39
Furneyz,Sofa,Plastic,8,13,105.46,7.6,233.17
Ordinaer,Desk,Metal,3,160,217.13,14.7,416.67
LesComfe,Desk,Glass,9,149,66.85,29.0,86.05
LesComfe,Table,Wood,7,175,309.25,25.0,452.67
LesComfe,Bed,Plastic,9,130,175.07,8.5,370.52
LesComfe,Sofa,Wood,1,84,311.49,10.9,480.45
Furneyz,Sofa,Metal,5,150,152.42,13.9,291.57
Krude,Table,Fabric,3,195,248.27,29.4,339.61
LesComfe,Bed,Wood,4,20,184.66,5.2,358.6
Ordinaer,Table,Wood,4,170,314.53,10.7,379.22
Furneyz,Chair,Fabric,7,25,71.84,21.9,
Furneyz,Sofa,Wood,8,40,53.31,28.9,88.73
Furneyz,Table,Wood,5,121,103.22,4.7,161.2
Ordinaer,Table,Fabric,7,37,78.56,6.8,121.8
Krude,Chair,Fabric,3,87,363.7,6.8,442.3
Ordinaer,Desk,Metal,3,10,93.84,0.6,148.65
Ordinaer,Sofa,Metal,3,28,285.47,18.1,562.51
Ordinaer,Table,Wood,4,59,107.63,20.1,201.6
LesComfe,Sofa,Plastic,6,194,90.61,18.1,151.75
LesComfe,Desk,Metal,5,192,280.86,2.1,405.36
Ordinaer,Table,Metal,8,60,289.73,2.1,346.42
Ordinaer,Chair,Plastic,5,146,161.36,6.3,274.19
LesComfe,Sofa,Plastic,5,173,195.66,8.7,344.9
LesComfe,Chair,Fabric,2,176,307.64,23.6,373.64
Krude,Desk,Metal,5,21,126.74,4.8,152.8
Ordinaer,Desk,Glass,7,77,325.84,1.3,
Furneyz,Sofa,Glass,2,112,334.07,11.8,561.96
Krude,Desk,Wood,6,184,212.89,12.5,342.65
Furneyz,Bed,Metal,7,122,122.04,13.5,174.74
Krude,Sofa,Glass,5,141,194.95,24.8,409.52
Ordinaer,Bed,Metal,9,43,72.05,2.9,103.11
Furneyz,Desk,Metal,4,143,49.35,21.1,63.79
LesComfe,Sofa,Glass,1,96,118.27,10.1,190.85
Krude,Bed,Metal,8,76,132.46,9.3,322.73
Furneyz,Desk,Plastic,8,139,304.2,28.0,440.72
Krude,Table,Wood,7,54,250.14,7.5,377.23
Ordinaer,Table,Fabric,8,50,216.89,19.3,384.22
Furneyz,Chair,Glass,2,101,184.14,8.3,241.47
Furneyz,Table,Fabric,3,166,182.73,15.2,205.67
Furneyz,Bed,Wood,9,160,157.27,23.6,271.21
Krude,Table,Plastic,1,160,388.58,26.5,494.44
LesComfe,Sofa,Plastic,8,28,35.89,25.2,78.26
LesComfe,Sofa,Plastic,8,68,293.62,17.5,506.19
LesComfe,Sofa,Plastic,7,197,169.65,7.5,356.96
Ordinaer,Table,Glass,5,158,184.33,19.8,247.38
Furneyz,Table,Glass,4,79,329.47,21.3,376.37
LesComfe,Chair,Metal,6,30,205.71,0.3,
LesComfe,Desk,Metal,1,111,235.13,13.2,443.04
Furneyz,Chair,Wood,5,45,292.25,25.3,455.32
Ordinaer,Bed,Metal,4,96,172.7,14.7,299.72
Krude,Sofa,Wood,4,51,115.44,9.3,200.76
Krude,Table,Wood,7,137,263.84,26.2,316.56
Krude,Desk,Wood,9,73,380.36,4.7,460.56
Furneyz,Desk,Plastic,8,40,107.84,6.2,144.8
Ordinaer,Table,Fabric,8,76,214.51,20.6,
Furneyz,Chair,Fabric,5,130,201.23,10.6,334.2
Krude,Desk,Glass,6,186,206.04,21.4,379.9
LesComfe,Chair,Wood,2,113,70.11,4.7,
LesComfe,Table,Plastic,3,51,247.56,7.6,372.12
LesComfe,Chair,Metal,5,161,353.63,4.7,459.06
Krude,Sofa,Metal,2,176,99.88,28.6,150.49
Ordinaer,Table,Glass,3,155,82.85,12.2,156.89
Krude,Table,Glass,4,86,320.58,10.1,487.13
Furneyz,Desk,Wood,6,108,75.28,0.4,131.44
Ordinaer,Desk,Wood,5,140,244.49,4.6,434.47
LesComfe,Desk,Metal,4,68,225.62,12.6,
Ordinaer,Sofa,Metal,2,119,83.33,2.1,185.44
Ordinaer,Sofa,Metal,5,66,295.0,15.3,508.11
Krude,Bed,Metal,5,60,142.04,13.7,312.98
Ordinaer,Table,Fabric,7,187,239.91,23.0,281.67
Krude,Desk,Wood,1,70,152.99,19.8,211.66
Furneyz,Table,Wood,4,151,187.74,13.4,316.83
Ordinaer,Chair,Metal,5,190,86.63,6.7,123.59
Ordinaer,Sofa,Plastic,8,188,179.12,21.8,259.88
Ordinaer,Bed,Metal,8,150,429.47,21.2,607.79
LesComfe,Chair,Glass,1,29,97.73,4.6,166.16
Krude,Table,Plastic,5,187,295.25,27.4,345.53
Krude,Sofa,Glass,1,145,171.54,1.9,225.79
LesComfe,Desk,Plastic,1,95,344.95,1.7,398.06
Krude,Chair,Glass,2,55,82.12,5.6,108.89
Furneyz,Sofa,Metal,2,52,365.75,27.3,559.38
LesComfe,Table,Metal,9,6,168.1,15.6,254.21
Krude,Table,Plastic,4,96,125.13,23.6,
Furneyz,Chair,Glass,3,196,59.19,6.8,
Krude,Chair,Fabric,1,112,97.44,14.7,126.39
LesComfe,Chair,Plastic,2,124,190.6,10.7,283.9
Krude,Bed,Plastic,6,199,159.83,24.8,252.06
Furneyz,Desk,Wood,9,179,351.0,0.7,423.0
Furneyz,Sofa,Plastic,5,131,136.24,7.3,280.48
Furneyz,Table,Fabric,4,161,134.91,4.6,
Krude,Table,Metal,5,196,234.68,25.8,327.72
LesComfe,Desk,Glass,9,160,308.38,14.0,368.05
Krude,Chair,Wood,7,120,84.18,12.1,125.17
Ordinaer,Chair,Glass,8,196,81.73,13.5,125.43
LesComfe,Table,Metal,4,37,57.59,29.2,66.5
Ordinaer,Desk,Plastic,8,121,229.01,25.5,381.38
Krude,Table,Fabric,6,25,292.11,21.2,348.71
