,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3807,Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,0.04,0.03,0.0,0.0,0.07,,,,,,
3808,N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,82.0,20.0,7.4,20.0,"Metanet Software Inc., SilverBirch Studios",E
3809,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.01,0.0,0.01,0.07,,,,,Purple Hills,T
3810,Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.06,0.0,0.0,0.01,0.07,,,,,,
3811,Obscure,PS2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,65.0,27.0,8.9,39.0,Hydravision,M
3812,Sega Soccer Slam,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,22.0,7.7,7.0,Black Box,E
3813,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,,,
3814,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
3815,DefCon 5,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,,,,,,
3816,Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01,0.07,,,,,,
3817,Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,,,,,,
3818,Deep Labyrinth,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,Interactive Brains,E10+
3819,Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,,,,,,
3820,Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,Point of View,M
3821,God Hand,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,Clover Studio,M
3822,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,0.0,0.0,0.07,0.0,0.07,,,,,,
3823,Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,,,,,,
3824,Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,24.0,11.0,3.7,10.0,Powerhead Games,E
3825,Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,70.0,12.0,,,SNK Playmore,T
3826,Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,,,,,Camelot Software Planning,E
3827,Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T
3828,FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,,,,,Electronic Arts,E
3829,Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,,,,,Humongous Entertainment,E
3830,RedCard 20-03,PS2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73.0,19.0,9.0,6.0,Midway,E
3831,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,,,,,Gearbox Software,M
3832,Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6.0,6.0,Zed Two Limited,T
3833,Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
3834,Driver: Parallel Lines,XB,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,Reflections Interactive,M
3835,Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,,,,,,
3836,everGirl,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,,,,,,
3837,Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
3838,Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,Doublesix,T
3839,Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,Ubisoft,E
3840,Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,,,,,,
3841,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,,,,,,
3842,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,,,Collision Studios,E
3843,Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T
3844,World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,Synetic,E
3845,Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M
3846,X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+
3847,Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,Jupiter Multimedia,E
3848,Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,,,Virtuos,E10+
3849,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,,,,,Konami,E
3850,Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,,,,,,
3851,Card Games,PS,2000.0,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,,,,,,
3852,Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,,,,,,
3853,Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,,,,,,
3854,Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
3855,Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,,,Neko Entertainment,E
3856,Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,74.0,6.0,,,Empire Interactive,E
3857,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,,,,,Griptonite Games,E10+
3858,Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
3859,Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,,,,,Coresoft,E
3860,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
3861,The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
3862,MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,,,,,,
3863,Rayman Arena,XB,,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,50.0,7.0,,,Ubisoft,E
3864,Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,,,,,,
3865,Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,,,,,Graffiti Entertainment,E
3866,The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,SNK Playmore,T
3867,Port Royale 3,X360,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,56.0,11.0,4.5,6.0,Kalypso,T
3868,Army Men: Green Rogue,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,,,,,,
3869,Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,,,,,Epicenter Interactive,E
3870,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,,,,,,
3871,Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,,,7.4,23.0,Sanzaru Games,E
3872,Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,From Software,T
3873,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
3874,Terraria,PS4,2014.0,Action,505 Games,0.0,0.05,0.01,0.01,0.07,83.0,4.0,7.9,47.0,Engine Software,T
3875,Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,0.05,0.01,0.0,0.0,0.07,,,8.8,9.0,MagicWand,T
3876,Worms 3D,GC,2003.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,69.0,23.0,7.6,19.0,Team 17,T
3877,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.07,,,6.3,4.0,Arc System Works,T
3878,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6.0,25.0,Propaganda Games,T
3879,Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,0.04,0.02,0.0,0.01,0.07,,,7.0,9.0,Vicious Cycle,E10+
3880,Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,,,,,,
3881,National Geographic Challenge!,X360,,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,,,,,,
3882,Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,0.0,0.0,0.07,0.0,0.07,,,,,,
3883,The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,74.0,27.0,7.8,66.0,Nippon Ichi Software,T
3884,Mayhem 3D,X360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,Zoo Games,E10+
3885,Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
3886,Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,80.0,24.0,,,Harmonix Music Systems,E10+
3887,Alex Rider: Stormbreaker,DS,,Action,THQ,0.06,0.0,0.0,0.0,0.07,48.0,11.0,6.1,10.0,Altron,T
3888,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,0.0,0.0,0.07,0.0,0.07,,,,,,
3889,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,0.05,0.0,0.0,0.01,0.07,72.0,18.0,,,Empire Interactive,E
3890,Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,
3891,Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
3892,WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07,89.0,15.0,8.4,115.0,Studio Liverpool,E10+
3893,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,64.0,31.0,4.1,51.0,Interplay,M
3894,Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,,,,,Dreamcatcher,E
3895,Penguins of Madagascar,3DS,2014.0,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,51.0,4.0,,,Little Orbit,E
3896,12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,,,,,,
3897,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,,,,,,
3898,"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T
3899,Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,83.0,31.0,8.5,13.0,Treasure,E10+
3900,C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,,,,,,
3901,Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,,,,,Starfish SD,E
3902,Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,55.0,9.0,,,KCEA,E
3903,Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E
3904,Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,67.0,15.0,8.0,6.0,Team 17,T
3905,Dream C Club,X360,2009.0,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,
3906,Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,,,,,,
3907,The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,75.0,5.0,,,Brash Entertainment,E
3908,Jam Sessions 2,DS,2009.0,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,66.0,7.0,,,Plato,E10+
3909,Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,71.0,26.0,8.0,5.0,Pandemic Studios,M
3910,Streets of Rage 3,GEN,1993.0,Action,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
3911,Just Dance: Disney Party 2,X360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,,,Ubisoft,E
3912,Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M
3913,Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,,,Electronic Arts,E
3914,Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
3915,Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,64.0,24.0,6.0,9.0,Ubisoft,E
3916,My Horse & Me: Riding for Gold,DS,2008.0,Sports,Atari,0.05,0.01,0.0,0.0,0.07,,,,,,
3917,Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,,,,,,
3918,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,Next Level Games,E
3919,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,,,,,,
3920,Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,72.0,14.0,7.2,23.0,Revolution Software,T
3921,Alan Wake,PC,2012.0,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,83.0,30.0,8.0,1473.0,Remedy Entertainment,T
3922,Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,,,,,,
3923,Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,0.05,0.02,0.0,0.0,0.06,66.0,5.0,,,Altron,E
3924,Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,58.0,29.0,,,Matrix Software,E10+
3925,Ojyousama Express,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,,,,,,
3926,Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,Piranha Bytes,M
3927,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,54.0,14.0,6.3,8.0,Irem,E10+
3928,Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,62.0,29.0,5.0,5.0,Silver Wish Games,T
3929,187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,51.0,40.0,6.9,8.0,Ubisoft Paris,M
3930,RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,69.0,16.0,7.9,14.0,Runtime,E10+
3931,Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,
3932,Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,,,,,,
3933,Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,66.0,6.0,,,BudCat,E
3934,Kabuki Warriors,XB,2001.0,Action,Genki,0.05,0.01,0.0,0.0,0.06,32.0,15.0,2.5,12.0,Light Weight,M
3935,Discworld,PS,1994.0,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,,,,,,
3936,Motion Explosion!,X360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,
3937,World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,63.0,17.0,7.8,4.0,2K Sports,T
3938,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,81.0,19.0,8.5,71.0,Big Huge Games,T
3939,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,61.0,23.0,,,Gammick Entertainment,T
3940,IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,41.0,4.0,2.4,5.0,DiP Interactive,E10+
3941,Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,Black Lantern Studios,E
3942,Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,74.0,16.0,,,Westwood Studios,T
3943,July,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,,,,,,
3944,Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,,,City Interactive,T
3945,Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,66.0,13.0,,,DC Studios,E
3946,ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,,,,,,
3947,Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,
3948,Kanon,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,,,,,,
3949,NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,51.0,38.0,6.7,11.0,KCET,M
3950,You Don't Know Jack,DS,2011.0,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,,,Jellyvision,T
3951,Bionicle,XB,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,49.0,5.0,1.5,4.0,Argonaut Games,E
3952,GRID 2,PC,2013.0,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,Codemasters,E
3953,Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,6.0,5.0,FUN Labs,T
3954,Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,
3955,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
3956,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
3957,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M
3958,Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,63.0,36.0,7.0,12.0,Rebellion,M
3959,Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,70.0,9.0,7.9,14.0,Omega Force,T
3960,BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,60.0,15.0,5.0,7.0,"Z-Axis, Ltd.",M
3961,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,0.05,0.02,0.0,0.0,0.06,63.0,8.0,,,Klein Computer Entertainment,E
3962,Bullet Girls,PSV,2014.0,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,
3963,One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,66.0,11.0,7.8,43.0,Ganbarion,T
3964,Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,85.0,20.0,7.7,7.0,"Z-Axis, Ltd.",T
3965,Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
3966,Smart Boy's Toys Club,DS,2008.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,,,,,Starfish,E
3967,Insecticide,DS,2008.0,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,55.0,23.0,7.0,5.0,Creat Studios,E10+
3968,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,0.0,0.0,0.06,0.0,0.06,,,,,,
3969,XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,68.0,23.0,8.6,8.0,Acclaim Studios Cheltenham,T
3970,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
3971,Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,,,,,Namco Bandai Games,
3972,Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,
3973,Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,,,,,Eighting,T
3974,Darksiders II,XOne,2015.0,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,,
3975,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,
3976,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,
3977,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
3978,Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,
3979,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,70.0,15.0,7.5,48.0,"Nintendo, Nintendo Software Technology",E
3980,Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,High Voltage Software,T
3981,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,69.0,10.0,,,Konami Computer Entertainment Hawaii,E
3982,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,37.0,13.0,5.0,25.0,Spike,M
3983,Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,
3984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,
3985,Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,,,,,Zoo Games,E
3986,My Pet Shop,DS,2008.0,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,60.0,10.0,,,Taito Corporation,E
3987,James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,,,n-Space,T
3988,Kururin Paradise,GBA,2002.0,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,,,,,,
3989,Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,76.0,44.0,8.5,4.0,M2,E
3990,Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,
3991,Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,,,,,Koei,
3992,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M
3993,Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,70.0,15.0,8.7,12.0,Tecmo,E
3994,Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,,,,,,
3995,Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,61.0,12.0,,,Backbone Entertainment,E
