,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6348,6348,Wipeout 2,X360,2011.0,Misc,Activision,0.25,0.0,0.0,0.02,0.27,,,,,Endemol,E10+
6349,6349,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,77.0,16.0,6.0,5.0,Namco,E
6350,6350,Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.27,,,,,,
6351,6351,Batman: Arkham Origins Blackgate,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.16,0.09,0.0,0.02,0.27,68.0,7.0,6.8,38.0,Armature Studio,T
6352,6352,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,
6353,6353,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,77.0,56.0,8.1,124.0,Grasshopper Manufacture,M
6354,6354,R.U.S.E.,PC,2010.0,Strategy,Ubisoft,0.04,0.19,0.0,0.04,0.27,76.0,33.0,8.1,176.0,Eugen Systems,T
6355,6355,Ratatouille: Food Frenzy,DS,2007.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,,,,
6356,6356,LEGO Marvel's Avengers,PS3,2016.0,Action,Warner Bros. Interactive Entertainment,0.1,0.12,0.0,0.04,0.27,,,5.5,8.0,TT Games,E10+
6357,6357,Rock Revolution,PS3,,Misc,Unknown,0.25,0.0,0.0,0.02,0.27,42.0,20.0,6.6,12.0,"Zoe Mode, HB Studios Multimedia",T
6358,6358,Thoroughbred Breeder II,SNES,1994.0,Simulation,Hect,0.0,0.0,0.27,0.0,0.27,,,,,,
6359,6359,Magical Vacation,GBA,2001.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27,,,,,,
6360,6360,NBA Live 2004,GC,2003.0,Sports,Electronic Arts,0.21,0.05,0.0,0.01,0.27,84.0,17.0,9.0,4.0,EA Sports,E
6361,6361,XGIII: Extreme G Racing,PS2,2001.0,Racing,Acclaim Entertainment,0.13,0.1,0.0,0.03,0.27,,,,,,
6362,6362,NASCAR Thunder 2003,XB,2002.0,Racing,Electronic Arts,0.2,0.06,0.0,0.01,0.27,84.0,13.0,,,EA Sports,E
6363,6363,Superbike 2000,PS,1999.0,Racing,Electronic Arts,0.15,0.1,0.0,0.02,0.27,,,,,,
6364,6364,Punch-Out!!,Wii,2007.0,Sports,Nintendo,0.0,0.22,0.05,0.0,0.27,,,,,,
6365,6365,Despicable Me: The Game,Wii,2010.0,Platform,D3Publisher,0.16,0.08,0.0,0.02,0.27,,,,,,
6366,6366,Final Fantasy XI: Ultimate Collection,X360,2009.0,Role-Playing,Square Enix,0.25,0.0,0.0,0.02,0.27,,,,,Square Enix,T
6367,6367,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010.0,Strategy,Nintendo,0.0,0.0,0.27,0.0,0.27,,,,,,
6368,6368,Connect Four / Perfection / Trouble,GBA,2005.0,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0,0.27,,,,,,
6369,6369,NFL Street 3,PSP,2006.0,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27,68.0,13.0,,,EA Tiburon,E
6370,6370,Pro Evolution Soccer 2013,PSP,2012.0,Sports,Konami Digital Entertainment,0.0,0.07,0.18,0.03,0.27,,,,,Konami,E
6371,6371,Alundra 2: A New Legend Begins,PS,1999.0,Role-Playing,Activision,0.15,0.1,0.0,0.02,0.27,,,,,,
6372,6372,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56.0,16.0,7.0,4.0,Kuju Entertainment,M
6373,6373,Scooby-Doo! and the Spooky Swamp,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.0,0.08,0.27,,,,,,
6374,6374,Beyblade: Metal Masters,DS,2010.0,Action,Konami Digital Entertainment,0.14,0.09,0.0,0.03,0.27,65.0,4.0,,,Amble,E
6375,6375,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.27,,,,,,
6376,6376,The Sims 2: Pets,GC,2006.0,Simulation,Electronic Arts,0.21,0.05,0.0,0.01,0.27,66.0,15.0,7.3,8.0,Maxis,T
6377,6377,Littlest Pet Shop: Beach Friends,DS,2009.0,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,,,,,Electronic Arts,E
6378,6378,Ultimate NES Remix,3DS,2014.0,Action,Unknown,0.15,0.09,0.0,0.02,0.27,69.0,16.0,7.6,32.0,Indies Zero,E
6379,6379,I Spy: Spooky Mansion,Wii,2010.0,Puzzle,Storm City Games,0.25,0.0,0.0,0.02,0.27,,,,,Gusto Games,E
6380,6380,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27,78.0,46.0,7.7,359.0,Haemimont,T
6381,6381,The BIGS,X360,2007.0,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,79.0,23.0,8.4,21.0,Blue Castle Games,E
6382,6382,Initial D: Special Stage,PS2,2003.0,Racing,Sega,0.0,0.0,0.27,0.0,0.27,,,,,,
6383,6383,Jurassic Park: Operation Genesis,PS2,2003.0,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27,75.0,13.0,8.9,21.0,Blue Tongue Entertainment,T
6384,6384,Final Doom,PS,1995.0,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27,,,,,,
6385,6385,NBA ShootOut 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.27,71.0,10.0,,,989 Sports,E
6386,6386,Just Dance Kids 2,Wii,2011.0,Misc,Ubisoft,0.25,0.0,0.0,0.02,0.27,,,,,Ubisoft,E
6387,6387,Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,0.27,78.0,20.0,7.9,7.0,Electronic Arts,T
6388,6388,Pinkalicious,DS,2011.0,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02,0.27,,,,,"GameMill Publishing, 1st Playable Productions",E
6389,6389,Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,,,5.6,5.0,Activision,T
6390,6390,Battle Arena Toshinden 3,PS,1996.0,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27,,,,,,
6391,6391,Jade Cocoon: Story of the Tamamayu,PS,1998.0,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02,0.27,,,,,,
6392,6392,Super Nazo Puyo: Ruruu no Ruu,SNES,1995.0,Puzzle,Banpresto,0.0,0.0,0.27,0.0,0.27,,,,,,
6393,6393,InuYasha: Feudal Combat,PS2,2005.0,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,Eighting,T
6394,6394,Reader Rabbit Kindergarten,DS,2008.0,Misc,Nordic Games,0.25,0.0,0.0,0.02,0.27,,,,,The Learning Company,E
6395,6395,R.U.S.E.,X360,2010.0,Strategy,Ubisoft,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,Eugen Systems,T
6396,6396,Duel Masters,PS2,2004.0,Strategy,Atari,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,High Voltage Software,E
6397,6397,Dragon Age Origins: Awakening,PS3,2010.0,Role-Playing,Spike,0.24,0.0,0.0,0.02,0.27,,,,,,
6398,6398,Super Collapse! 3,DS,2007.0,Puzzle,Mumbo Jumbo,0.25,0.0,0.0,0.02,0.27,71.0,10.0,,,"Mac Play, MacPlay",E
6399,6399,Ratatouille,X360,2007.0,Action,THQ,0.23,0.02,0.0,0.02,0.27,56.0,14.0,,,Heavy Iron Studios,E
6400,6400,MotionSports: Adrenaline,X360,2011.0,Sports,Ubisoft,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,Ubisoft Vancouver,E
6401,6401,The Dog Island,PS2,2007.0,Adventure,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,7.0,6.0,Yuke's,E
6402,6402,Cake Mania 2: Jill's Next Adventure!,DS,2008.0,Puzzle,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27,,,,,,
6403,6403,AC/DC LIVE: Rock Band Track Pack,Wii,2008.0,Misc,MTV Games,0.24,0.0,0.0,0.02,0.27,,,7.2,5.0,Harmonix Music Systems,T
6404,6404,Boogie,DS,2007.0,Misc,Electronic Arts,0.24,0.0,0.0,0.02,0.27,58.0,11.0,,,EA Montreal,E10+
6405,6405,Jikkyou Powerful Pro Yakyuu 2010,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0,0.27,,,,,,
6406,6406,Operation Armored Liberty,GBA,2003.0,Action,Majesco Entertainment,0.19,0.07,0.0,0.0,0.27,,,,,Majesco Games,T
6407,6407,NBA 07,PS3,2006.0,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,SCEA,E
6408,6408,Call of Juarez: The Cartel,X360,2011.0,Shooter,Ubisoft,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,Techland,M
6409,6409,My Japanese Coach,DS,2008.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,"Ubisoft, Sensory Sweep",E
6410,6410,Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,0.27,,,,,THQ,E
6411,6411,Need for Speed: Most Wanted,DS,2005.0,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,EA Canada,E
6412,6412,And1 Streetball,PS2,2006.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,,,,,,
6413,6413,Section 8,X360,2009.0,Shooter,SouthPeak Games,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,TimeGate Studios,T
6414,6414,Summer Athletics: The Ultimate Challenge (US sales),Wii,2008.0,Sports,DTP Entertainment,0.23,0.03,0.0,0.0,0.27,,,,,,
6415,6415,Sonic X: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,,0.19,0.07,0.0,0.0,0.27,,,,,,
6416,6416,ESPN NBA Basketball,XB,2003.0,Sports,Sega,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,Visual Concepts,E
6417,6417,Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.0,0.0,0.25,0.02,0.27,,,,,,
6418,6418,Sesame Street: Cookie's Counting Carnival,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.02,0.26,,,,,,
6419,6419,Lowrider,PS2,2002.0,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,Pacific Century Cyber Works,T
6420,6420,Family Guy: Back to the Multiverse,PS3,2012.0,Action,Activision,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,Heavy Iron Studios,M
6421,6421,All-Pro Football 2K8,X360,2007.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,Visual Concepts,E10+
6422,6422,Dungeons & Dragons: Eye of the Beholder,GBA,2002.0,Role-Playing,Atari,0.19,0.07,0.0,0.0,0.26,,,,,,
6423,6423,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,"LDW, Big Fish Games",E
6424,6424,Plants vs. Zombies,X360,2010.0,Strategy,PopCap Games,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,PopCap,E10+
6425,6425,Megamind: The Blue Defender,DS,2010.0,Adventure,THQ,0.19,0.06,0.0,0.02,0.26,,,,,,
6426,6426,Gundam Breaker,PS3,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6427,6427,The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
6428,6428,Batman: Return to Arkham,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,"Rocksteady Studios, Virtuos",T
6429,6429,A.C.E.: Another Century's Episode R,PS3,2010.0,Simulation,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6430,6430,Rune: Viking Warlord,PS2,2001.0,Action,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,Human Head Studios,M
6431,6431,The Incredible Hulk,X360,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,Edge of Reality,T
6432,6432,Panzer Dragoon Orta,XB,2002.0,Shooter,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,Smilebit,T
6433,6433,Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,,,,,,
6434,6434,Aikatsu! 2-nin no My Princess,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6435,6435,King's Field II,PS,1996.0,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26,,,,,,
6436,6436,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E
6437,6437,NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,,
6438,6438,Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,0.09,0.14,0.0,0.03,0.26,,,,,Ubisoft,E10+
6439,6439,Petz: Horsez 2,PS2,2007.0,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,,Ubisoft,E
6440,6440,NPPL: Championship Paintball 2009,PS2,2008.0,Shooter,Activision Value,0.13,0.1,0.0,0.03,0.26,,,8.3,11.0,FUN Labs,E10+
6441,6441,Suikoden Tierkreis,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,Konami,E10+
6442,6442,Superman Returns,X360,2006.0,Action,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,EA Tiburon,T
6443,6443,Shin Megami Tensei: Devil Survivor,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,Atlus,T
6444,6444,Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,,2.8,5.0,Exient Entertainment,E
6445,6445,Tomba!,PS,1997.0,Platform,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,,,,,,
6446,6446,Love Plus,DS,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,,
6447,6447,Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,,,,
6448,6448,Tales of Innocence,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6449,6449,Tearaway Unfolded,PS4,2015.0,Platform,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,Media Molecule,E
6450,6450,MLB SlugFest 2006,PS2,2006.0,Sports,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,Blue Shift,E10+
6451,6451,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,Atlus,E10+
6452,6452,Virtua Racing,GEN,1994.0,Racing,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
6453,6453,Rugrats: I Gotta Go Party,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,,,,,,
6454,6454,The Incredible Hulk,PS3,2008.0,Action,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,Edge of Reality,T
6455,6455,Deadly Premonition,X360,2010.0,Action,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,Access Games,M
6456,6456,Family Feud: 2010 Edition,DS,2009.0,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,,,Ludia Inc.,E
6457,6457,DS Bungaku Zenshuu,DS,2007.0,Misc,Nintendo,0.0,0.0,0.26,0.0,0.26,,,,,,
6458,6458,Bolt,PS2,2008.0,Adventure,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,,,,,Avalanche Software,E10+
6459,6459,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6.0,,,THQ,E10+
6460,6460,Inazuma Eleven GO 3: Galaxy,3DS,2013.0,Sports,Level 5,0.0,0.0,0.26,0.0,0.26,,,,,,
6461,6461,Ford Racing 3,PS2,2004.0,Racing,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,Razorworks Studios,E
6462,6462,J Stars Victory Vs.,PS4,2015.0,Fighting,Namco Bandai Games,0.08,0.14,0.0,0.04,0.26,,,,,,
6463,6463,The Adventures of Tintin: The Game,PS3,2011.0,Action,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,Ubisoft Montpellier,E10+
6464,6464,Call of Duty: Black Ops 3,PC,2015.0,Shooter,Activision,0.0,0.25,0.0,0.01,0.26,,,,,,
6465,6465,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007.0,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,,,8.4,8.0,Sonic Team,T
6466,6466,Jikkyou Powerful Pro Yakyuu 2013,PS3,2013.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,,
6467,6467,Major League Baseball 2K10,Wii,2010.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,53.0,4.0,,,Visual Concepts,E
6468,6468,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002.0,Action,THQ,0.19,0.07,0.0,0.0,0.26,55.0,5.0,,,Human Soft,E
6469,6469,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010.0,Fighting,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,Spike,T
6470,6470,Etrian Odyssey Untold: The Millennium Girl,3DS,2013.0,Role-Playing,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,Atlus,T
6471,6471,Sengoku Basara 2,PS2,2006.0,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,,
6472,6472,Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,0.19,0.07,0.0,0.0,0.26,,,,,,
6473,6473,Final Fantasy V Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.2,75.0,TOSE,E
6474,6474,Need for Speed: Most Wanted,GBA,2005.0,Racing,Electronic Arts,0.19,0.07,0.0,0.0,0.26,,,8.3,14.0,EA Canada,E
6475,6475,Star Trek: Invasion,PS,2000.0,Simulation,Activision,0.15,0.1,0.0,0.02,0.26,76.0,12.0,,,Warthog,E
6476,6476,Star Wars: Bounty Hunter,GC,2002.0,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,20.0,7.6,16.0,LucasArts,T
6477,6477,LEGO Harry Potter: Years 5-7,PSP,,Action,Warner Bros. Interactive Entertainment,0.1,0.1,0.0,0.06,0.26,,,,,Traveller's Tales,E10+
6478,6478,Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,,,
6479,6479,Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,,
6480,6480,Dynasty Warriors 7: Xtreme Legends,PS3,2011.0,Action,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,Omega Force,T
6481,6481,Bratz: The Movie,Wii,2007.0,Simulation,THQ,0.23,0.01,0.0,0.02,0.26,,,5.0,6.0,Blitz Games,E
6482,6482,TouchMaster 3(Others sales),DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,,,,,,
6483,6483,Naruto: Ultimate Ninja Heroes,PSP,2006.0,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11.0,6.6,11.0,Bandai,T
6484,6484,Angry Birds Trilogy,X360,2012.0,Action,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,"Rovio Mobile, Rovio Entertainment",E
6485,6485,Jikkyou Powerful Pro Yakyuu 2011,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,,,,,,
6486,6486,Major League Baseball 2K9,Wii,2009.0,Sports,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,2K Sports,E
6487,6487,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006.0,Misc,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,,,,,,
6488,6488,WWE 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,12.0,5.5,27.0,Yuke's,T
6489,6489,Power Pro Kun Pocket 5,GBA,2003.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,,,,,,
6490,6490,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,55.0,7.1,40.0,Eidos Interactive,T
6491,6491,Konjiki no Gashbell!! Makai no Bookmark,GBA,2004.0,Adventure,Banpresto,0.0,0.0,0.25,0.01,0.26,,,,,,
6492,6492,Riding Spirits,PS2,2002.0,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,14.0,9.0,17.0,Spike,E
6493,6493,Project CARS,XOne,2015.0,Racing,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,16.0,5.8,135.0,Slightly Mad Studios,E
6494,6494,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,12.0,6.9,7.0,SCEA San Diego Studios,E
6495,6495,Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.0,8.9,35.0,Metro,E
6496,6496,Inazuma Eleven Strikers,Wii,2011.0,Role-Playing,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,16.0,7.9,10.0,Level 5,
6497,6497,The Amazing Spider-Man 2 (2014),PS3,2014.0,Action,Activision,0.06,0.14,0.02,0.04,0.26,,,,,,
6498,6498,Hatsune Miku: Project Diva,PSP,2009.0,Misc,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
6499,6499,Gundam Battle Universe,PSP,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6500,6500,Sengoku Basara: Battle Heroes,PSP,2009.0,Action,Capcom,0.0,0.0,0.26,0.0,0.26,,,,,,
6501,6501,Armorines: Project S.W.A.R.M.,N64,1999.0,Shooter,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,,,,,,
6502,6502,Nightmare Creatures,N64,1996.0,Action,Activision,0.21,0.05,0.0,0.0,0.26,,,,,,
6503,6503,Star Wars Episode I: Battle for Naboo,N64,2000.0,Simulation,LucasArts,0.21,0.05,0.0,0.0,0.26,,,,,,
6504,6504,Duke Nukem: Zero Hour,N64,1999.0,Shooter,GT Interactive,0.21,0.05,0.0,0.0,0.26,,,,,,
6505,6505,NCAA March Madness 08,PS2,2007.0,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26,,,5.0,8.0,EA Canada,E
6506,6506,Armored Core: Nexus,PS2,2004.0,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,19.0,8.7,7.0,From Software,T
6507,6507,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009.0,Misc,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,,,,,Take-Two Interactive,E
6508,6508,Evolution Skateboarding,PS2,2002.0,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,14.0,6.7,9.0,Konami,T
6509,6509,Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002.0,Adventure,NewKidCo,0.19,0.07,0.0,0.0,0.26,,,,,Cinegroupe,E
6510,6510,Yakuza: Ishin,PS3,2014.0,Action,Sega,0.0,0.0,0.26,0.0,0.26,,,,,,
6511,6511,Babysitting Mania,DS,2008.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,,,,,iWin,E
6512,6512,Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,5.0,,,Artificial Mind and Movement,T
6513,6513,Outlaw Volleyball,XB,2003.0,Sports,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,33.0,8.4,7.0,Hypnotix,M
6514,6514,Batman: Vengeance,GC,2001.0,Adventure,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,Ubisoft Montreal,T
6515,6515,RealSports Football,2600,1981.0,Sports,Atari,0.24,0.01,0.0,0.0,0.26,,,,,,
6516,6516,Tiger Woods PGA Tour 10,PS2,2009.0,Sports,Electronic Arts,0.12,0.01,0.0,0.13,0.26,,,,,EA Tiburon,E
6517,6517,Summer Sports 2: Island Sports Party,Wii,2008.0,Sports,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,,,Destineer,E
6518,6518,SD Gundam G Generation: Cross Drive,DS,2007.0,Strategy,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,,,,,,
6519,6519,Dungeons & Dragons Heroes,XB,2003.0,Role-Playing,Atari,0.19,0.06,0.0,0.01,0.26,,,,,,
6520,6520,Imagine: Fashion Party,Wii,2009.0,Simulation,Ubisoft,0.24,0.0,0.0,0.02,0.26,,,,,"Lexis Numerique, Virtual Toys",E
6521,6521,McGrath Vs. Pastrana Freestyle Motocross,PS,2000.0,Racing,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,,,,,,
6522,6522,Spider-Man: Web of Shadows,PS3,2008.0,Action,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44.0,7.9,34.0,"Treyarch, Shaba Games",T
6523,6523,Legaia 2: Duel Saga,PS2,2001.0,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.4,43.0,Prokion,T
6524,6524,Crash Nitro Kart,GC,2003.0,Racing,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,Vicarious Visions,E
6525,6525,Samurai Warriors 4,PS3,2014.0,Action,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,,,8.0,11.0,Omega Force,T
6526,6526,Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,,,,,,
6527,6527,Don King Boxing,Wii,2009.0,Sports,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,17.0,,,2K Shanghai,T
